price,imports,q_commercial,q_industrial,q_residential,wind_cap,solar_cap,hydronuc,weights
37.28064908,6.412249047,9.332898383,3.189401111,8.707980063,0.1272212611,0.009826573438,2.36315756,787
34.56399318,8.815289216,12.41734664,3.000420777,12.54431102,0.3075781751,0.7096602306,8.352401961,204
67.76257688,8.17718894,16.343586,6.469607906,18.27328997,0.3689756488,0.6165257302,5.669506912,217
37.96873872,8.618119675,11.65929579,2.954588733,13.77644809,0.1513907163,0.006816528141,7.068150101,493
23.20862039,8.832592437,11.48514017,2.930620063,10.81523565,0.4662915644,0.5607331575,4.360701681,238
48.39395163,9.196275943,12.30217391,5.065848755,16.63740188,0.5815195475,0.01953211399,4.968485849,424
25.06927261,8.150718861,11.81177849,3.165472633,10.66056028,0.6563714091,0.06699648775,8.295836299,281
21.79805948,9.353062921,12.05458451,3.927797813,10.05592779,0.3921362161,0.03540476126,3.840667416,445
35.2608792,5.606006122,9.958512798,3.541655107,10.09785861,0.2076333522,0.4499073283,2.811769388,490
41.38788196,9.428969231,14.00964875,3.500069432,17.54050486,0.488728985,0.04550263584,8.772069231,260
43.69583398,9.226681115,19.2572407,4.171099591,13.98263488,0.2750139993,0.7228965099,5.787037152,323
10.61429665,7.798878378,10.97486316,3.21851848,9.07084805,0.5016609524,0.01771277185,7.930435811,296
46.13028224,9.02125625,18.70364191,6.374058454,9.277849648,0.5780945671,0.06893120893,5.40836875,160
47.2100494,6.484265306,11.83909565,4.365330979,10.04061265,0.1372132978,0.03138872576,3.388792779,637
50.37705709,6.517610966,13.50272948,4.877817401,8.311492292,0.2957221224,0.3755695386,2.61535248,383
45.80271507,8.155602392,10.36744728,3.199971311,13.75911651,0.09358959477,0.008017507909,4.082040359,669
